date,raw_anchor,guardrail_trace_ratio,guardrail_triggered,mix_lambda,shrink_gamma,floor_eps,apply_floor_to,regime_assigned,regime_prob_0,regime_raw_0,regime_prob_1,regime_raw_1,regime_prob_2,regime_raw_2,regime_prob_3,regime_raw_3,regime_prob_4,regime_raw_4,regime_prob_5,regime_raw_5,model_fro,model_kl,model_nll,model_stein,model_logeuc,model_corr_offdiag_fro,model_corr_spearman,model_eig_log_mse,model_cond_ratio,mix_fro,mix_kl,mix_nll,mix_stein,mix_logeuc,mix_corr_offdiag_fro,mix_corr_spearman,mix_eig_log_mse,mix_cond_ratio,roll_fro,roll_kl,roll_nll,roll_stein,roll_logeuc,roll_corr_offdiag_fro,roll_corr_spearman,roll_eig_log_mse,roll_cond_ratio,pers_fro,pers_kl,pers_nll,pers_stein,pers_logeuc,pers_corr_offdiag_fro,pers_corr_spearman,pers_eig_log_mse,pers_cond_ratio,shrink_fro,shrink_kl,shrink_nll,shrink_stein,shrink_logeuc,shrink_corr_offdiag_fro,shrink_corr_spearman,shrink_eig_log_mse,shrink_cond_ratio,model_gmvp_cumret,model_gmvp_mean,model_gmvp_vol,model_gmvp_var,model_gmvp_sharpe,mix_gmvp_cumret,mix_gmvp_mean,mix_gmvp_vol,mix_gmvp_var,mix_gmvp_sharpe,roll_gmvp_cumret,roll_gmvp_mean,roll_gmvp_vol,roll_gmvp_var,roll_gmvp_sharpe,pers_gmvp_cumret,pers_gmvp_mean,pers_gmvp_vol,pers_gmvp_var,pers_gmvp_sharpe,shrink_gmvp_cumret,shrink_gmvp_mean,shrink_gmvp_vol,shrink_gmvp_var,shrink_gmvp_sharpe,model_turnover_l1,mix_turnover_l1,roll_turnover_l1,pers_turnover_l1,shrink_turnover_l1,model_w_hhi,model_w_max_abs,model_w_l1,mix_w_hhi,mix_w_max_abs,mix_w_l1,roll_w_hhi,roll_w_max_abs,roll_w_l1,pers_w_hhi,pers_w_max_abs,pers_w_l1,shrink_w_hhi,shrink_w_max_abs,shrink_w_l1
2013-04-17,322,0.5739725146089392,False,0.3,0.3,0.0005,gmvp_only,1,1.0833333333259177e-12,9.999999999950001e-13,0.9999999999949165,0.9999999999950001,1.0833333333259506e-12,9.999999999950001e-13,9.99999999994335e-13,9.999999999950001e-13,9.166666666630529e-13,9.999999999950001e-13,9.999999999942172e-13,9.999999999950001e-13,0.010068146440395609,613469.0581120068,,1226938.1162261681,54.336582649642615,47.99318729061267,0.2191702259109212,0.8645923549242301,1.1205929104301018,0.008724183310906538,429.9343863551868,,859.8687727102513,81.93363075096107,25.690044202349448,0.25051330631931695,61.30423185246823,0.8426647316198332,0.00939696717907661,486217.27538718085,,972434.5507739659,69.05023038934583,28.691227899747645,0.22808326221102684,25.752402193785652,1.0688448361104714,0.01177195455693961,925606.27311679,,1851212.5462312142,59.69326320347333,35.93498929381085,0.16822098602343302,0.013699791624931545,1.5619745354638697,0.00873317551726315,414.62895668681983,,829.2579133738514,83.9160227087393,24.374171243262705,0.228083900859552,64.56683929436859,0.7615180734539309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035800887429042895,0.04835612913709104,1.5428624817795733,0.03294544098883846,0.06154659452517721,1.4272106025284232,0.039861079776241974,0.06494509996980133,1.6017001881634159,0.04805698280049772,0.0667810406751856,1.803629469711378,0.03077222690155418,0.059298286672557356,1.380893175380493
2013-04-24,327,1.2931333374371499,False,0.3,0.3,0.0005,gmvp_only,0,0.9999999999953844,0.9999999999950001,9.23076923074289e-13,9.999999999950001e-13,9.99999999995415e-13,9.999999999950001e-13,9.23076923073752e-13,9.999999999950001e-13,8.461538461523971e-13,9.999999999950001e-13,9.230769230736434e-13,9.999999999950001e-13,0.012650857748557058,828382.4956287168,,1656764.991255325,59.35372079016176,31.38266406872092,0.15321566011645907,0.014981256439169106,1.3670574367781292,0.008171844975986003,403.85486439952615,,807.7097287987469,83.99769367009877,24.106461238987634,0.2937446092805274,64.6495169954816,0.9562393923239445,0.008958571192971745,437636.2677587229,,875272.5355181484,69.43125154566881,26.86120050493377,0.29753264956708486,25.857357227737666,1.2303690044663016,0.0133604053637881,808392.9935846026,,1616785.9871693477,59.485383691541045,31.759250028430632,0.28866475181683593,0.009968613368530358,1.9504090794482183,0.008018548270042041,400.4760778113739,,800.9521556227271,84.36921615214516,23.833733646497617,0.29753157291747206,65.38361294787887,0.8783303796931344,,,,,,,,,,,,,,,,,,,,,,,,,,1.1254489905873168,0.5389468637194611,0.2880268413570679,0.6554676960644135,0.23554429295895113,0.030487581863165483,0.03933996914093259,1.4635234743251246,0.031736122351803515,0.062139897057914416,1.4201866376520944,0.04108057899926851,0.06799077576530752,1.6359840442204854,0.04790234592879109,0.06147468035359363,1.8407730391090382,0.03146599955739908,0.06207059526722119,1.4044365888510228
2013-05-01,332,0.12030060201018189,True,0.3,0.3,0.0005,gmvp_only,2,9.99999999995354e-13,9.999999999950001e-13,9.230769230742607e-13,9.999999999950001e-13,0.9999999999953844,0.9999999999950001,9.23076923073724e-13,9.999999999950001e-13,8.461538461523713e-13,9.999999999950001e-13,9.23076923073615e-13,9.999999999950001e-13,0.007285804837962503,386.4011955712291,,772.8023911423846,84.27929380830881,25.1121876798553,0.31556176184067564,65.7872542580689,0.9420076609368182,0.0072858048379625005,386.4011955712291,,772.802391142407,84.27929380830881,25.112187679855307,0.3155627812048514,65.78725425806891,0.9420076609540164,0.008653812502812875,341354.5013287806,,682709.0026597196,68.18095023268273,28.110608427301724,0.315561888086302,25.972576328086497,1.3216945748113753,0.013779213683947047,644865.810529582,,1289731.621056064,57.92036364005568,31.844352923499052,0.32695032715815736,0.02642677063400397,1.9968716298241365,0.007285804837962503,386.4011955712291,,772.8023911423846,84.27929380830881,25.1121876798553,0.31556176184067564,65.7872542580689,0.9420076609368182,,,,,,,,,,,,,,,,,,,,,,,,,,1.19512277143881,0.47258997425251736,0.2558736864443233,0.49201064025567154,0.19665299920700566,0.03264212460266346,0.06308157006370035,1.4511803897648308,0.03264212460266345,0.06308157006370024,1.45118038976483,0.04264812651364306,0.06835881220833503,1.693401689164976,0.04771060564731178,0.06054436172738247,1.7907990173878243,0.03264212460266346,0.06308157006370035,1.4511803897648308
2013-05-08,337,0.3358286398961265,True,0.3,0.3,0.0005,gmvp_only,4,9.999999999951886e-13,9.99999999995e-13,9.99999999995645e-13,9.99999999995e-13,9.2307692307413e-13,9.99999999995e-13,8.461538461523092e-13,9.99999999995e-13,0.9999999999953076,0.999999999995,9.230769230738722e-13,9.99999999995e-13,0.0071728881804161305,383.2702337068303,,766.5404674136417,84.09046104173555,26.765650004991862,0.36450462787489546,65.43802261557431,0.7626504034014224,0.00717288818041613,383.27023370683037,,766.5404674137129,84.09046104173552,26.76565000499188,0.3645050590492212,65.43802261557431,0.7626504034369385,0.007882024683517997,314360.18696760666,,628720.3739350558,68.03136696858415,26.26784572692698,0.36450465053182995,26.09946207143698,1.0667893929523238,0.013398266638252517,617089.0098136932,,1234178.0196326477,57.3367978162908,29.48212770532328,0.36072130468295194,0.02900335649489408,1.9074982140319616,0.0071728881804161305,383.2702337068303,,766.5404674136417,84.09046104173555,26.765650004991862,0.36450462787489546,65.43802261557431,0.7626504034014224,,,,,,,,,,,,,,,,,,,,,,,,,,0.3479503305533267,0.34795033055332625,0.4463945598092791,0.4713294518991261,0.3479503305533267,0.028786789475720463,0.056171348079481126,1.3644952131078834,0.028786789475720435,0.056171348079481105,1.3644952131078825,0.03712066416403579,0.06124999922460058,1.5663856271488044,0.04747460637797515,0.060799155122112855,1.7677252492732485,0.028786789475720463,0.056171348079481126,1.3644952131078834
2013-05-15,342,0.16418699887341603,True,0.3,0.3,0.0005,gmvp_only,4,9.999999999951886e-13,9.99999999995e-13,9.99999999995645e-13,9.99999999995e-13,9.2307692307413e-13,9.99999999995e-13,8.461538461523092e-13,9.99999999995e-13,0.9999999999953076,0.999999999995,9.230769230738722e-13,9.99999999995e-13,0.007570089893523549,382.5785106544919,,765.1570213090315,84.35999268083185,28.568985385996783,0.41605105023876304,65.82673147281679,0.6095020777964518,0.007570089893523548,382.5785106544919,,765.1570213090849,84.35999268083187,28.568985385996765,0.4160512634514,65.82673147281679,0.6095020778065261,0.007504243879707611,320187.3608420934,,640374.7216827458,68.41985060036787,25.573841807675468,0.41605057958794445,26.440174233636917,0.8519202049821001,0.010520148803250131,664971.5395752228,,1329943.0791505945,58.25074186067174,32.511584741420286,0.3324058238329325,0.01966390989279815,0.7986340343005731,0.007570089893523549,382.5785106544919,,765.1570213090315,84.35999268083185,28.568985385996783,0.41605105023876304,65.82673147281679,0.6095020777964518,,,,,,,,,,,,,,,,,,,,,,,,,,0.19854387653890831,0.19854387653890757,0.2701122738828457,1.0127569443493472,0.19854387653890831,0.028624194845564742,0.05575832937632359,1.3711408583718958,0.028624194845564756,0.05575832937632365,1.3711408583718963,0.03691645238556806,0.060509860188020036,1.572338960775305,0.02766206378436466,0.041436634146756836,1.4127109286919681,0.028624194845564742,0.05575832937632359,1.3711408583718958
2013-05-22,347,1.0519043057144173,False,0.3,0.3,0.0005,gmvp_only,2,1.0833333333258016e-12,9.999999999950001e-13,1.0833333333262961e-12,9.999999999950001e-13,0.9999999999948332,0.9999999999950001,9.16666666663039e-13,9.999999999950001e-13,1.0833333333259304e-12,9.999999999950001e-13,9.999999999945538e-13,9.999999999950001e-13,0.009293084743318374,530376.2884910316,,1060752.5769841503,56.673192395649025,26.258772155940594,0.3190733984094661,0.31025639333410954,1.0159345904554176,0.00863795533218282,390.89049720819656,,781.7809944163013,82.67624214817005,28.856283042331807,0.4064994766204842,62.00811001460081,0.6380226937141611,0.008714803762581406,303197.7664172881,,606395.5328341969,68.8929812331196,28.219274160502845,0.42235139669433364,26.63510216072223,0.6770349932624357,0.01143475428426841,649706.7989373518,,1299413.5978732556,59.16182039439838,35.593176071162574,0.3277079750481406,0.02741467652634205,0.5567534160331802,0.009565871323125611,379.68057779541607,,759.3611555908767,84.7752542830124,33.61833207881363,0.4223495842385115,66.42236257109771,0.4846635041500837,,,,,,,,,,,,,,,,,,,,,,,,,,0.7178310339593166,0.3226846345815334,0.2814763169594045,0.7106896874977288,0.20358036273414712,0.04775364745796785,0.060552932875992435,1.8282204512570663,0.03629625677497436,0.06436221241323234,1.5462798783214842,0.03860141683263108,0.06399243805154384,1.5931378876512317,0.02984850089987851,0.04267472833780304,1.3991964177259932,0.029778303788653662,0.05877239175543705,1.383306945156007
2013-05-30,352,0.7513206590433567,False,0.3,0.3,0.0005,gmvp_only,3,9.999999999950553e-13,9.99999999995e-13,9.999999999947174e-13,9.99999999995e-13,1.3333333333201799e-12,9.99999999995e-13,0.9999999999945833,0.999999999995,1.0833333333261035e-12,9.99999999995e-13,9.999999999952162e-13,9.99999999995e-13,0.00915784967608039,449018.8923614862,,898037.784722798,54.6964028647026,24.518685663520813,0.3606529860113823,0.5735206435652169,0.7711841909711215,0.010265904091537381,386.20178320584046,,772.4035664117478,82.51745640549245,31.12350261925842,0.37595367206991387,62.027985243731436,0.5119010062556648,0.010101684001073129,295171.97395680175,,590343.9479122342,69.42235883611514,31.004906876618954,0.3712413021688732,26.801958603154713,0.5697790943550427,0.01301975935377566,640712.7658569291,,1281425.531715454,58.73257294682175,39.57606129162455,0.2486611349686858,0.023477691086145537,0.46725496235025343,0.011325967402195958,377.2152770414257,,754.4305540828549,84.9567441966414,36.482031603138395,0.37124179339891616,66.65282231978402,0.4080779416756035,,,,,,,,,,,,,,,,,,,,,,,,,,0.4679525864104288,0.18553971892094856,0.21723965359036831,0.6561802877240002,0.171740872452103,0.0428443766253773,0.05594529444019833,1.7229455157418423,0.0345086716883744,0.06199292428307565,1.5019733744166324,0.038843603926621416,0.06473115239632425,1.5834418061348223,0.02600160135123708,0.042031963362907536,1.2554972025243314,0.029642813909293072,0.059715744626001925,1.3634156071681687
2013-06-06,357,1.5753524137276738,False,0.3,0.3,0.0005,gmvp_only,2,7.500000000008309e-13,9.999999999950001e-13,7.500000000005776e-13,9.999999999950001e-13,0.9999999999961874,0.9999999999950001,7.500000000004768e-13,9.999999999950001e-13,8.124999999994954e-13,9.999999999950001e-13,7.500000000009515e-13,9.999999999950001e-13,0.04114225624606249,1485203.709406446,,2970407.4187901095,59.27480469408952,40.23789337247244,0.13847083424330542,0.1083709041460645,0.3532586149625815,0.04142932907011542,501.23329253326096,,1002.4665850672473,84.86313131081234,35.97272014446634,0.18140496667484624,65.784121023843,0.1928238645480038,0.04221007717674368,961282.7991026583,,1922565.5982007498,69.71707459597006,36.40115833709506,0.16098784318557327,26.757765783051195,0.22419580815435178,0.04273225613968223,1814989.8427822688,,3629979.685563512,58.421773980076054,41.27552278295611,0.12349754464809583,0.06447507837807916,0.18487910743723457,0.042450597147060676,526.0148618207256,,1052.0297236416138,85.30332162157382,36.37895514851948,0.1609878517932296,67.03250058634723,0.1601672310359694,,,,,,,,,,,,,,,,,,,,,,,,,,1.4751692608395923,0.6774360919702858,0.40205535369796735,0.9004436242459083,0.29224512661863905,0.033227324625228025,0.04000302704048181,1.520021534393427,0.03313280777628748,0.0693525995823261,1.483711241779658,0.0407526862018121,0.07028362691208119,1.6707953425256337,0.031265084751600405,0.05834993081754342,1.3588974505109206,0.031029557206630004,0.0646244818748684,1.4262450707554317
2013-06-13,362,0.3831066288883625,True,0.3,0.3,0.0005,gmvp_only,0,0.9999999999945831,0.9999999999950001,9.999999999942455e-13,9.999999999950001e-13,1.3333333333195504e-12,9.999999999950001e-13,9.999999999941112e-13,9.999999999950001e-13,1.0833333333255921e-12,9.999999999950001e-13,9.99999999994744e-13,9.999999999950001e-13,0.042024353800320276,523.4133370823363,,1046.8266741644347,85.2963956369344,36.19358473590853,0.1046557355540582,67.16959143505842,0.17535204020875858,0.042024353800320276,523.4133370823359,,1046.8266741640805,85.29639563693442,36.19358473590853,0.10465606313969207,67.16959143505844,0.1753520402067661,0.04197002104093057,965841.4490068308,,1931682.8980126134,69.46419184586321,38.222103948355795,0.1046561686082169,26.50712442303736,0.2460569697373213,0.04230113748542879,1967627.2146364502,,3935254.4292709916,58.15957643380206,42.24390931973591,0.08378281232259267,0.0481150230208676,0.23173857690454983,0.042024353800320276,523.4133370823363,,1046.8266741644347,85.2963956369344,36.19358473590853,0.1046557355540582,67.16959143505842,0.17535204020875858,,,,,,,,,,,,,,,,,,,,,,,,,,1.3366868502561748,0.5505295307773096,0.37472955808664293,0.9503180958242902,0.2894739288907687,0.03359323324932254,0.06910591749290029,1.4544927858871097,0.0335932332493225,0.0691059174929003,1.4544927858871088,0.04434366247585095,0.07459512100250203,1.6941245730012733,0.040920218116461474,0.058143483262661666,1.5635485612211768,0.03359323324932254,0.06910591749290029,1.4544927858871097
2013-06-20,367,0.2349471186145113,True,0.3,0.3,0.0005,gmvp_only,4,9.285714285690513e-13,9.99999999995e-13,9.285714285685298e-13,9.99999999995e-13,9.2857142856889e-13,9.99999999995e-13,7.857142857143166e-13,9.99999999995e-13,0.9999999999956429,0.999999999995,7.857142857143463e-13,9.99999999995e-13,0.04196343624228297,516.0992003559849,,1032.1984007094934,85.47241987996621,40.503242459019084,0.09093843539894614,67.62146177222002,0.20258521110395403,0.04196343624228298,516.0992003559847,,1032.1984007108176,85.47241987996622,40.503242459019084,0.09093912935413671,67.62146177222,0.20258521112107755,0.042476324013177344,929380.4234962976,,1858760.846989201,69.06682865397107,46.80721865721007,0.09093878168397136,26.01925356592588,0.2849295325053286,0.04294611566184154,2024091.4628835686,,4048182.9257734464,58.01496259881238,53.83656354936854,0.06408706277327678,0.030601956768383197,0.3146026253600131,0.04196343624228297,516.0992003559849,,1032.1984007094934,85.47241987996621,40.503242459019084,0.09093843539894614,67.62146177222002,0.20258521110395403,,,,,,,,,,,,,,,,,,,,,,,,,,0.42852597407322623,0.42852597407322635,0.5769559817187978,0.9747188966625849,0.42852597407322623,0.03765834299213041,0.07940043627357429,1.5527147285382248,0.03765834299213041,0.07940043627357429,1.5527147285382248,0.05058694508296424,0.08604139844089961,1.8280499275637057,0.05551103444230391,0.07779027259800274,1.899166990240446,0.03765834299213041,0.07940043627357429,1.5527147285382248
